SMILES,ID,Database
Cc1cc2c(ccc(c2c(c1)OC)O)c3c(cc4c(c3OC)C(=N[C@@H](C4)C)C)O,NPR_0002,AfroDb
Cc1cc2c(ccc(c2c(c1)O)OC)c3c(cc(c4c3C[C@@H](N=C4C)C)OC)O,NPR_00021,AfroDb
CC1=C(C(=O)c2c(ccc(c2O)OC)C1=O)O,NPR_00022,AfroDb
CC1=C(C(=O)c2c(ccc(c2OC)OC)C1=O)O,NPR_00023,AfroDb
CC1=C(C(=O)c2c(c(cc(c2OC)OC)O)C1=O)O,NPR_00024,AfroDb
C[C@H]1[C@@H](C(=O)c2c(c(c3c(c2O)OCO3)O)C1=O)O,NPR_00025,AfroDb
C[C@H]1[C@@H](C(=O)c2c(cc3c(c2OC)OCO3)C1=O)O,NPR_00026,AfroDb
Cc1cc2cccc(c2c(c1c3ccc4c(c3O)[C@H](N[C@@H](C4)C)C)O)OC,NPR_00027,AfroDb
C/C=C/1\C[N@@]2[C@@H]3CC[C@H]1[C@@H]4[C@@]3(C[C@]2(C)[C@@]5(C[C@H]6[C@@]78[C@@H]9[C@H]1[C@@]7(CC[N@]1CC9=CCO6)c1ccccc1N8C5=O)C)c1cccc2c1n4ccc2=O,NPR_00028,AfroDb
C/C/1=C\CC/C(=C/[C@@H]2[C@H](C[C@H]1C(=O)C(=C)CCO)C(=C)C(=O)O2)/C=O,NPR_00031,AfroDb
C[C@H]1C(=O)[C@@H](C[C@@]2([C@@]1(CC[C@]3([C@]2(CC[C@@]4([C@@]3(C[C@@H]([C@@H]5[C@@H]4CC(CC5)(C)C)CO)C)C)C)C)C)C)O,NPR_00032,AfroDb
CC(=O)OC1=C[C@@H](OC(=O)C=C1)COC(=O)Cc2ccccc2,NPR_00033,AfroDb
CC(=C)[C@H]1CC[C@]2([C@]1(CC[C@@]3([C@@]2(CC[C@H]4[C@]3(C[C@H]([C@]5([C@@]4(CC[C@H]([C@@]5(C)C(=O)O)O)CO)C)O)C)C)C)C)C,NPR_00034,AfroDb
C[C@H](CCC(=C)C(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(C=C(C(=O)C4(C)C)O)C)C)C,NPR_00035,AfroDb
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@@H]4CC[C@@]5(C[C@H](C[C@@H]5[C@H]4CC=C3C2)[C@H](C)CC[C@@H](CC)C(C)C)C)C)O)O)O,NPR_00036,AfroDb
C[C@@]12CC[C@H]3C(=C)[C@]1(CC(=O)O[C@H]2c4ccoc4)O[C@@H]5[C@]3([C@@H](C(C(=O)C5)(C)C)CC(=O)OC)C,NPR_00038,AfroDb
CC(=O)O[C@@H]1C[C@@]2([C@](CCC(=O)C2(C)C)([C@@]3([C@@]1([C@@]45[C@@H](O4)C(=O)O[C@H]([C@@]5(CC3)C)c6ccoc6)C)C)C)C,NPR_00039,AfroDb
Cc1cc2c(cc(c(c2c(c1)OC)O)c3cc(c4cc(cc(c4c3O)OC)C)c5c(cc(c6c5C[C@H](NC6)C)O)O)c7c(cc(c8c7C[C@@H](C[C@H]8C)C)O)O,NPR_0004,AfroDb
C[C@@]12CC[C@@H]3[C@]4([C@H](C[C@H](C([C@H]4C[C@H]([C@]3([C@]15[C@@H](O5)C(=O)O[C@H]2c6ccoc6)C)O)(C)C)C(=O)OC)C(=O)OC)C,NPR_00040,AfroDb
C[C@@]12CC[C@H]3[C@]([C@]14[C@@H](O4)C(=O)O[C@H]2c5ccoc5)([C@@H](C[C@H]6[C@@]3([C@H](C[C@H](C6(C)C)C(=O)OC)O)C)C(=O)OC)C,NPR_00041,AfroDb
C[C@@]12CC[C@@H]3C(=C1CC(=O)O[C@H]2c4ccoc4)[C@@H]5[C@H](C([C@@H]([C@]3(C5=O)C)C(C(=O)OC)C(=O)OC)(C)C)O,NPR_00042,AfroDb
CC(=O)O[C@H]1C[C@H]2[C@](C=CC(=O)OC2(C)C)([C@@H]3[C@@]1([C@@]45[C@@H](O4)C(=O)O[C@H]([C@@]5(C[C@H]3O)C)c6ccoc6)C)C,NPR_00044,AfroDb
CCCCCCCCCCCCCCCCCCCCCCC(=O)O,NPR_00045,AfroDb
C[C@]12CC[C@@H]([C@H]1CC[C@@]3([C@@H]2CC[C@H]4[C@]3(CC[C@H]5[C@@]4(CCC(=O)C5(C)C)C)C)C)C(C)(C)O,NPR_00046,AfroDb
C[C@@H](CCC(=C)C(C)C)[C@H]1CC[C@]2([C@]1(C[C@@]34C[C@@]35CC[C@@H](C([C@H]5CC[C@H]4C2)(C)C)O)C)C,NPR_00047,AfroDb
COc1ccc2c(c1)oc3c(c2=O)cccc3O,NPR_00049,AfroDb
Cc1cc2c(cc(c(c2c(c1)OC)O)c3cc(c4cc(cc(c4c3O)OC)C)c5c6c(cc(c5O)O)[C@H](N[C@@H](C6)C)C)c7c(cc(c8c7C[C@H](N[C@@H]8C)C)O)O,NPR_0005,AfroDb
c1cc(c(c(c1)O)C(=O)c2cc(ccc2O)O)O,NPR_00050,AfroDb
COc1cccc2c1oc3cc(ccc3c2=O)O,NPR_00051,AfroDb
Cc1cc2c(c(c1)O)C(=O)c3c(cc(cc3O)OC/C=C(\C)/CCC=C(C)C)[C@H]2[C@H]4c5cc(cc(c5C(=O)c6c4cc(c(c6O)C/C=C(\C)/CCC=C(C)C)O)O)C,NPR_00052,AfroDb
Cc1cc(c2c(c1)[C@@H](c3c(c(c(c(c3)O)C/C=C(/CCC=C(C)C)\C)O)C2=O)[C@@H]4c5c(c(c(c(c5)O)C/C=C(/CCC=C(C)C)\C)O)C(=O)c6c4cc(cc6O)C)O,NPR_00058,AfroDb
Cc1cc(c2c(c1O)cc3c(c2O)C(=O)C(=C(C3(CCC=C(C)C)CCC=C(C)C)O)CCC=C(C)C)O,NPR_00059,AfroDb
Cc1cc2c(cc(c(c2c(c1)OC)O)c3cc(c4cc(cc(c4c3O)OC)C)C5=C(C=C([C@@H]6[C@@H]5C[C@H](N[C@@H]6C)C)O)O)c7c8c(cc(c7O)O)[C@H](N[C@@H](C8)C)C,NPR_0006,AfroDb
Cc1cc2cc3c(c(c2c(c1CCC=C(C)C)O)O)C(=O)C=C(C3(CCC=C(C)C)CCC=C(C)C)O,NPR_00060,AfroDb
Cc1cc(c2c(c1CCC=C(C)C)cc3c(c2O)C(=O)C=C(C3(CCC=C(C)C)CCC=C(C)C)O)O,NPR_00061,AfroDb
Cc1c(c2cc3c(c(c2c(c1CCC=C(C)C)O)O)C(=O)C=C([C@H]3CCC=C(C)C)O)CCC=C(C)C,NPR_00062,AfroDb
Cc1cc(c2c(c1CCC=C(C)C)cc3c(c2O)C(=O)C=C([C@H]3CCC=C(C)C)O)O,NPR_00063,AfroDb
C/C=C/CC1(C(=O)C(=Cc2c1c(=O)c3c(o2)cc(c(c3O)CC=C(C)C)O)O)C/C=C/C,NPR_00064,AfroDb
CC(=CCc1c2c(cc(c1OC)O)oc3cc4c(c(c3c2=O)O)C=CC(O4)(C)C)C,NPR_00065,AfroDb
CC(=CCc1c(c2c(c3c1oc4cc5c(c(c4c3=O)O)C=CC(O5)(C)C)C=CC(O2)(C)C)O)C,NPR_00066,AfroDb
CC(=CCc1c2c(cc(c1OC)O)oc3cc(cc(c3c2=O)O)O)C,NPR_00067,AfroDb
CC(=CCC/C(=C/Cc1c2c(cc(c1O)O)oc3cc(c(c(c3c2=O)O)CC=C(C)C)O)/C)C,NPR_00068,AfroDb
CC(=CCc1c(cc2c(c1O)c(=O)c3c(o2)C=C([C@H]([C@@H]3CC=C(C)C)OC)O)O)C,NPR_00069,AfroDb
Cc1cc2c(cc(c(c2c(c1)OC)O)c3cc(c4cc(cc(c4c3O)OC)C)C5=C(C=C([C@@H]6[C@@H]5C[C@H]([N@@]([C@@H]6C)C)C)O)O)c7c8c(cc(c7O)O)[C@@H](N[C@@H](C8)C)C,NPR_0007,AfroDb
CC(=CCc1c2c(c(c3c1OC(C=C3)(C)C)O)c(=O)c4cc(c(c(c4o2)O)OC)OC)C,Npr_00072,AfroDb
CC(=CCc1c2c(c3c(c1O)c(=O)c4cc(c(c(c4o3)O)OC)OC)C=CC(C2)(C)C)C,NPR_00073,AfroDb
CC(=CCc1c(c(c2c(c1O)c(=O)c3cc(c(c(c3o2)O)OC)OC)CC=C(C)C)O)C,NPR_00074,AfroDb
CC(=CCc1c2c(cc(c1OC)O)oc3cc(c(c(c3c2=O)O)CCC(C)(C)O)O)C,NPR_00077,AfroDb
CC(=CCc1c(cc2c(c1O)c(=O)c3c(o2)cc(c(c3CC=C(C)C)OC)O)O)C,NPR_00078,AfroDb
CC(=CCc1c2c(=O)c3c(cc(c(c3O)CCC(C)(C)O)O)oc2c(c(c1O)O)CC=C(C)C)C,NPR_00079,AfroDb
Cc1cc2c(cc(c(c2c(c1)OC)O)c3cc(c4cc(cc(c4c3O)OC)C)C5=C(C=C([C@@H]6[C@@H]5C[C@H](N[C@@H]6C)C)O)O)c7c8c(cc(c7O)O)C(=N[C@@H](C8)C)C,NPR_0008,AfroDb
CC(C)CNC(=O)/C=C/C=C/CCCCCC/C=C/c1ccc2c(c1)OCO2,NPR_00080,AfroDb
CC(=CCc1ccc2c(c1O)C(=O)C[C@H](O2)c3ccc(cc3O)O)C,NPR_00081,AfroDb
CC(=CCc1c(c(c2c(c1O)C(=O)C[C@H](O2)c3c(cc(cc3O)O)O)CC=C(C)C)O)C,NPR_00082,AfroDb
C/C/1=C\[C@@H]2[C@@H]([C@@H](C[C@](/C=C\C1=O)(C)O)OC(=O)C(C)C)C(=C)C(=O)O2,NPR_00087,AfroDb
CC(=CCC1=C(C(=O)c2ccccc2C1=O)O)C,NPR_00088,AfroDb
Cc1cc(c(c(c1C(=O)Oc2cc(c(c(c2C)O)C(=O)C)C)O)C(=O)C)O,NPR_00089,AfroDb
Cc1cc(c2c(c1c3c(cc(c4c3C[C@H](N[C@@H]4C)C)O)O)cccc2OC)O,NPR_0009,AfroDb
c1cc(ccc1/C=C/C(=O)O[C@@H]2[C@@H]3C=CO[C@@H]([C@H]3[C@]4([C@@H]2O4)CO)O[C@@H]5[C@H]([C@@H]([C@H]([C@@H](O5)CO)O)O)O)O,NPR_00090,AfroDb
CC(C)[C@](C)([C@@H]1C2=CC[C@H]3[C@]([C@@]2(CC[C@]1(C)C(=O)O)C)(CC[C@H]4[C@@]3(C[C@@H]([C@@H](C4(C)C)O)O)C)C)O,NPR_00091,AfroDb
COc1cc2c3c(c1OC)OOc4cccc5c4[C@H](Cc6ccc(cc6)Oc7cc(ccc7O)C[C@H]3NCC2)NCC5,SA_0001-1,AfroDb
CCCCCCCCCCCCCCC[C@H](CC)CCC,SA_0001,AfroDb
CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@]5([C@H]4CC(=C)CC5)C(=O)C)C)C)C)O,SA_0002-1,AfroDb
C/C(=C\C(=O)[C@H]1C(O1)(C)C)/C=C,SA_0002,AfroDb
CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@]5([C@H]4C[C@](CC5)(C)CO)C)C)C)C)O,SA_0003-1,AfroDb
CC(=CC(=O)CC(=C)C=C)C,SA_0003,AfroDb
c1c2c(cc3c1OCO3)[C@@H]4[C@H]([C@H](C=C5[C@H]4[N@@](C2)CC5)O)O,SA_0004-1,AfroDb
CC1=CC(=O)C(=C(C)C)CC1,SA_0004,AfroDb
C[C@@]12C=CC(=O)C([C@H]1C[C@H](OO2)CCO)(C)C,SA_0005-1,AfroDb
c1cc(ccc1c2cc(=O)c3c(cc(cc3o2)O)O)O,SA_0005,AfroDb
C[C@@H]1Cc2ccc(cc2[C@](N1)(C)O)c3ccc(c4c3cc(cc4OC)CO)O,SA_0006-1,AfroDb
c1cc(ccc1c2cc(=O)c3c(o2)cc(c(c3O)O)O)O,SA_0006,AfroDb
Cc1cc2c(ccc(c2c(c1)OC)O)c3ccc4c(c3)[C@](N[C@@H](C4)C)(C)O,SA_0007-1,AfroDb
COc1ccc(cc1O)c2cc(=O)c3c(o2)cc(c(c3O)OC)O,SA_0007,AfroDb
Cc1cc(c2ccc(c(c2c1)c3ccc4c(c3)[C@](N[C@@H](C4)C)(C)O)OC)C,SA_0008-1,AfroDb
COc1ccc(cc1OC)c2cc(=O)c3c(o2)cc(c(c3O)OC)OC,SA_0008,AfroDb
C[C@@H]1c2c(ccc(c2CCN1)c3ccc(c4c3CCC=C4O)OC)O,SA_0009-1,AfroDb
C[C@@H]1[C@H]([C@H](C[C@@H](O1)c2c(cc3c(c2O)c(=O)cc(o3)c4ccccc4)OC)O)O,SA_0010,AfroDb
C[N@]1[C@@H]2Cc3cc(c(cc3[C@H]1Cc4c2cc(c(c4Oc5ccc6c(c5)[C@@H](NCC6)Cc7ccc(cc7)OC)OC)OC)O)O,SA_0011-1,AfroDb
C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(C[C@H]([C@H](C5(C)C)O)O)C)C)[C@@H]2[C@]1(C)O)C)C(=O)O,SA_0011,AfroDb
C[N@@]1[C@@H]2Cc3c(cc(c(c3Oc4ccc5c(c4)[C@@H](NCC5)Cc6ccc(cc6)OC)OC)OC)[C@H]1Cc7c2ccc(c7)O,SA_0012-1,AfroDb
COc1c(cc(c2c1oc3cc(c(c(c3c2=O)O)OC)O)O)O,SA_0012,AfroDb
C[N@]1[C@@H]2Cc3cc(c(cc3[C@H]1Cc4c2cc(c(c4Oc5ccc6c(c5)[C@@H](NCC6)Cc7ccc(cc7)OC)OC)OC)OC)O,SA_0013-1,AfroDb
COc1c(cc2c(c1O)c(=O)c3c(c(c(c(c3o2)OC)OC)OC)O)O,SA_0013,AfroDb
C[N@]1[C@@H]2Cc3cc(c(cc3[C@H]1Cc4c2cc(c(c4Oc5ccc6c(c5)[C@@H](NCC6)Cc7ccc(cc7)O)OC)OC)O)O,SA_0014-1,AfroDb
C[C@@H]([C@@H]([C@@H](C/C=C/[C@H]1CC=CC(=O)O1)OC(=O)C)OC(=O)C)OC(=O)C,sa_0014,AfroDb
[H]/N=C(\N)/c1ccc(cc1)OCCCCCOc2ccc(cc2)/C(=N\[H])/N,SA-0015,AfroDb
CCN(CC)CCCCCCNc1cc(cc2c1nccc2C)OC,SA_0018,AfroDb
CCCc1ccc2ccccc2n1,SA_0019,AfroDb
C[C@@H]1[C@H](O1)c2ccc3ccccc3n2,SA_0020,AfroDb
C/C=C/c1ccc2ccccc2n1,SA_0021,AfroDb
CC/C=C/CC[C@H]1CCc2cc(=O)c3ccccc3n2C1,SA_0022,AfroDb
CC[C@H]1C[N@@]2CCc3c4ccccc4[nH]c3[C@@H]2C[C@@H]1/C(=C/OC)/C(=O)OC,SA_0023,AfroDb
CO/C=C(/[C@H]1C[C@H]2c3c(c4ccccc4[nH]3)CC[N@]2C[C@@H]1C=C)\C(=O)OC,SA_0024,AfroDb
CC[C@@H]1C[N@@]2CCc3c4ccccc4[nH]c3[C@@H]2C[C@@H]1/C(=C/OC)/C(=O)OC,SA_0025,AfroDb
COC(=O)[C@@H]1C[C@]23CCC[N@]4[C@@H]2[C@@]5([C@]1(CC3)N(c6c5cccc6)C(=O)OC)CC4,SA_0026,AfroDb
CN1CCc2cc3c(c4c2c1cc5c4cc6c(c5)OCO6)OCO3,SA_0028,AfroDb
c1c2cc3c(cc2c4c5c1NCCc5cc6c4OCO6)OCO3,SA_0029,AfroDb
COc1ccc-2c(c1)C[C@@H]3c4c2c5c(cc4CCN3)OCO5,SA_0030,AfroDb
c1ccc2c(c1)c3c4c(cc5c3OCO5)C=CNc4c2c6c7ccccc7c8c9c6NC=Cc9cc1c8OCO1,SA_0031,AfroDb
Cc1cc2c(ccc(c2c(c1)OC)OC)c3c4cc(nc(c4c(cc3OC)OC)C)C,SA_0032,AfroDb
Cc1cc2cccc(c2c(c1c3c(cc4cc(nc(c4c3OC)C)C)OC)O)OC,SA_0035,AfroDb
Cc1cc2c(ccc(c2c(c1)OC)OC)c3c(cc(c4c3C[C@H](N=C4C)C)OC)OC,SA_0036,AfroDb
Cc1cc2cccc(c2c(c1c3c(cc(c4c3C[C@H](N=C4C)C)OC)OC)O)OC,SA_0037,AfroDb
CC(=O)[C@H]1C[C@@H]([C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@H](C4)N)C)C)O,SA_0043,AfroDb
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2CC[C@]3([C@H](C2)CC[C@@H]4[C@@H]3CC[C@]5([C@]4(CC[C@@H]5C(=O)C)O)C)C)OC)N,SA_0045,AfroDb
C[C@@H]1C[C@@H]2[C@]3(CCC[C@@]2(CN(C3=O)CCOC(=O)C)[C@@H]4[C@@]15CC[C@H](C4)C(=C)[C@H]5OC(=O)C)C,SA_0046,AfroDb
C[C@@H]1C[C@@H]2[C@]3(CCC[C@@]2(C=NC3)[C@@H]4[C@@]15CC[C@H](C4)C(=C)[C@H]5O)C,SA_0047,AfroDb
CC[C@H]1C[N@]2CCc3cc(c(cc3[C@@H]2C[C@@H]1C[C@@H]4c5cc(c(cc5CCN4)O)OC)OC)OC,SA_0050,AfroDb
CC[C@H]1C[N@]2CCc3cc(c(cc3[C@@H]2C[C@@H]1C[C@@H]4c5cc(c(cc5CCN4)OC)OC)OC)OC,SA_0051,AfroDb
Cn1c2ccccc2c(=O)c3c1c4c(cc3O)O[C@@H](C4)[C@@](CO)(C(=O)OC)O,SA_0054,AfroDb
C[C@@](CO)([C@@H]1Cc2c(cc(c3c2n(c4ccccc4c3=O)C)O)O1)O,SA_0055,AfroDb
C/C=C(/C)\C(=O)OC[C@H]1C2=C(C[C@@H]3[N@@]1C[C@H]4[C@@H](C5=C([C@@H]3[N@@]4C)C(=O)C(=C(C5=O)C)OC)O)C(=O)C(=C(C2=O)OC)C,SA_0056,AfroDb
C1CCC[C@H]2CC[N@@]3CCC[C@H]([C@H]3O2)CCCCC[C@H]4CC[N@]5CCC[C@@H]([C@@H]5O4)CC1,SA_0057,AfroDb
COc1ccc2c3ccncc3[nH]c2c1,SA_0058,AfroDb
Cc1c2c(ccn1)c3ccc(cc3[nH]2)OC,SA_0059,AfroDb
c1ccc2c(c1)c3ccnc4c3n2c(=O)cc4,SA_0060,AfroDb
COc1cc2c3c(ccn2)c4ccccc4n3c1=O,SA_0061,AfroDb
c1ccc2c(c1)c3ccnc(c3n2O)c4ccnc(n4)N,SA_0062,AfroDb
c1ccc(cc1)[C@@]2(c3ccccc3N[C@H]4[N@]2CCN4)O,SA_0064,AfroDb
C[C@H](c1ccccc1)N2CCN(CC2)[C@H](C)c3ccccc3,SA_0065,AfroDb
CC(C)C[C@@H](C(=O)Nc1ccc2ccccc2c1)N,SA_0066,AfroDb
C[C@H]1C[C@@H]2[C@@H]([C@H](C(=O)O2)C)[C@@H](C3=C(C(=O)C[C@H]13)C)O,SA_0067,AfroDb
C[C@H]1[C@@H]2CC[C@@]([C@H]3CC(=O)C(=C3[C@H]2OC1=O)C)(C)O,SA_0068,AfroDb
c1cc(ccc1[C@@H]2CC(=O)O[C@@]23[C@@H]([C@H](OC3=O)[C@H](CO)O)O)O,SA_0070,AfroDb
CC[C@@H]1C[C@H]([C@](C(=O)OCC2=CC[N@@]3[C@H]2C[C@@H](C3)OC1=O)(CO)O)C,SA_0071,AfroDb
c1cc(c(cc1[C@@H]2[C@H](Cc3c(c(cc(c3O2)[C@@H]4c5ccc(cc5O[C@@H]([C@H]4O)c6cc(c(c(c6)O)O)O)O)[C@@H]7c8ccc(cc8O[C@H]([C@H]7O)c9cc(c(c(c9)O)O)O)O)O)O)O)O,SA_0072,AfroDb
CC(C)CCC(=O)c1c(cc(c(c1O)CC=C(C)C)O)O,SA_0074,AfroDb
c1cc(c(cc1/C=C/CC#Cc2ccc(c(c2)O)O)O)O,SA_0075,AfroDb
C[C@H]1C[C@]23C[C@]([C@H]1c4cc5c(c(c4)OC)OCO5)(C(=O)C=C2OCO3)CC=C,SA_0076,AfroDb
CC1(C=Cc2cc(c(cc2O1)O)c3coc4cc5c(c(c4c3=O)O)C=CC(O5)(C)C)C,SA_0077,AfroDb
C[C@@]12C[C@@H](C[C@H]([C@H]1CC[C@]34[C@@H]2CC[C@H](C3)C(=C)[C@H]4O)C(=O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,SA_0078,AfroDb
Cn1c2cc3c(c(c2c(=O)c4c1c(ccc4)OC)OC)OCO3,SA_0079,AfroDb
C[C@@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@H]5[C@]3(C4)[C@H](C[C@@H]([C@@]5(C)C(=O)O)[C@@H]6[C@H]([C@@H]([C@H]([C@@H](O6)CO)O)O)O)O)C)C,SA_0080,AfroDb
CC(=O)O[C@@H]1C(=O)C[C@H]([C@]2([C@]13C(=C)[C@@H](CC2)[C@@]4([C@@H](C([C@@H]([C@@H]([C@@H]4O3)OCCCCC(=O)O)O)(C)C)CC(=O)OC)C)C)c5ccoc5,SA_0081,AfroDb
C[C@@H]1[C@@H]2CC(=O)C[C@@]34[C@H]([C@]2(C=CC(=O)O1)C)CC[C@@](C3=O)([C@@H](O4)c5ccoc5)C,SA_0083,AfroDb
CC(=CCC1=C([C@](C(=O)[C@](C1=O)(C(=O)/C=C/c2ccccc2)O)(CC=C(C)C)OC)O)C,SA_0084,AfroDb
CC(C)C(=O)O[C@@H]1[C@@H]([C@H]2[C@]3(C[C@]14[C@@H]3[C@@H]([C@@H]([C@]5([C@@H](CC=C5C4)[C@@H]6CC(=O)OC6)C)OC(=O)C)OC(=O)C)C=C[C@H](C2(C)C)OC(=O)C)OC(=O)C,SA_0085,AfroDb
CC(=O)O[C@H]1[C@H](C(O[C@@H]([C@@H]2[C@H]1O[C@]34CC(=O)O[C@H]([C@@]3(C[C@H]2C4=C)C)c5ccoc5)C=O)(C)C)CO,SA_0086,AfroDb
c1cc(ccc1c2c(c(=O)c3c(o2)cc(c(c3O[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O)O)O)O)O,SA_0087,AfroDb
CN1[C@@H]2C[C@@H](C=C[C@]23c4cc5c(cc4C[N@]([C@@H]3C1=O)CCc6ccc(cc6)O)OCO5)OC,SA_0088,AfroDb
CC1([C@H](Cc2c(cc3c(c2O)c(=O)c(c(o3)c4ccc(cc4)O)O)O1)O)C,SA_0089,AfroDb
C(CCCCO[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)CCCC(=O)CCCCCCC(=O)O,SA_0090,AfroDb
C(CCCCO)CCCC(=O)CCCCCCC(=O)O,SA_0091,AfroDb
C[Si](C)(C)OCCCCCCCCC(=O)CCCCCCC(=O)O,SA_0092,AfroDb
C(CCCC(=O)CCCCCCCO[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)CCCC(=O)O,SA_0093,AfroDb
C(CCCC(=O)CCCCCCCO)CCCC(=O)O,SA_0094,AfroDb
COC(=O)CCCCCCCC(=O)CCCCCCCO[Si](C)(C)C,SA_0095,AfroDb
C[C@@]12CC[C@H]3[C@@]([C@@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@@H]([C@@H]([C@@]3(C)CO)O)O)C,SA_0096,AfroDb
C[C@@]12CC[C@H]3[C@@]([C@@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@@H]([C@@H]([C@@]3(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)C,SA_0097,AfroDb
C[C@@]12CC[C@H]3[C@@]([C@@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@@H]([C@@H]([C@@]3(C)CO)O[C@H]6[C@@H]([C@H](CCO6)O)O)O)C,SA_0098,AfroDb
C[C@@]12CC[C@H]3[C@@]([C@@H]1CC=C4[C@]2(C[C@H]([C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)O)C)(C[C@@H](C[C@@]3(C)C(=O)O)O)C,SA_0099,AfroDb
C[C@@]12CC[C@H]3[C@@]([C@@H]1CC=C4[C@]2(C[C@H]([C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)(C[C@@H](C[C@@]3(C)C(=O)O)O)C,SA_0100,AfroDb
C[C@@H](CC/C=C(\C)/CO)[C@@H]1CC[C@]2([C@]1(CC[C@@H]3C2=CC[C@H]4[C@@]3([C@@H](C[C@@H](C4(C)C)O)O)C)C)C,SA_0101,AfroDb
C[C@@H](CC/C=C(\C)/CO)[C@@H]1CC[C@]2([C@]1(CC(=O)C3=C2CC[C@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,SA_0102,AfroDb
C[C@@H](CC/C(=C(/C(C)(C)O)\O)/O)[C@@H]1CC[C@]2([C@]1(CC=C3C2=CC[C@H]4[C@@]3([C@@H](C[C@@H](C4(C)C)O)O)C)C)C,SA_0103,AfroDb
C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@H](O3)OO4)OC(=O)CCC(=O)O)C,SA_0105,AfroDb
C[C@]12CCCC([C@H]1CC[C@@]3([C@H]2CC[C@H](CCO3)C(=O)OC)C)(C)C,SA_0106,AfroDb
C[C@]12CCCC([C@H]1CC[C@@]3([C@H]2CCC(=O)CCO3)C)(C)C,SA_0107,AfroDb
C[C@]12CCCC([C@H]1CC[C@@]3([C@H]2CC[C@H](CCO3)C(=O)O)C)(C)C,SA_0108,AfroDb
C[C@]12CCCC([C@H]1CC[C@@]3([C@H]2CC[C@H](CCO3)O)C)(C)C,SA_0109,AfroDb
CC(=O)O[C@@H]1CC[C@H]2[C@]3(CCCC([C@H]3CC[C@]2(OCC1)C)(C)C)C,SA-0110,AfroDb
C[C@]12CCCC([C@H]1CC[C@@]3([C@H]2CC[C@H](CCO3)O)C)(C)C,SA-0111,AfroDb
Cc1c(c(c(c(c1OC)C(=O)C(C)C)O)C[C@@]2(C(=C(C(=O)C(=C2O)C(=O)C(C)C)C)O)C)O,SA-0112,AfroDb
COc1cc(c2c(=O)c(coc2c1OC)c3cccc(c3OC)O)O,SA-0113,AfroDb
COc1c(cccc1O)c2coc3cc4c(c(c3c2=O)O)OCO4,SA_0114,AfroDb
COc1c(cccc1O)c2coc3c(c2=O)c(c(c(c3OC)OC)O)O,SA_0115,AfroDb
COc1cc2c(c(c1O)O)c(=O)c(co2)c3cccc(c3OC)O,SA_0116,AfroDb
COc1cc(c2c(=O)c(coc2c1O)c3cccc(c3OC)O)O,SA-0117,AfroDb
COc1cc(c(c2c1c(=O)c(co2)c3cccc(c3OC)O)O)OC,SA_0118,AfroDb
COc1cc2c(c(c1O)O)c(=O)c(co2)c3cccc(c3OC)O,SA_0119,AfroDb
COc1c(cccc1O)c2coc3cc(c(c(c3c2=O)OC)O)O,SA-0120,AfroDb
COc1c(cccc1O)c2coc3cc(c(c(c3c2=O)OC)OC)O,SA-0121,AfroDb
COc1c(cccc1O)c2coc3cc(c(c(c3c2=O)OC)OC)O,SA-0122,AfroDb
COc1c(cccc1O)c2coc3cc(c(c(c3c2=O)OC)O)O,SA-0123,AfroDb
