"""Molecule ChEMBL ID",Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value
"""CHEMBL4160008",,0,492.66,1,5.44,CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,IC50,'=',234,nM,6.63
"""CHEMBL4161915",,0,478.64,0,4.01,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccn(C)n3)nc2cc1OCCCN1CCCC1,IC50,'=',969,nM,6.01
"""CHEMBL4171275",,0,428.58,0,3.62,COc1cc(NC2CCN(C)CC2)c2cc(OC)c(OCCCN3CCCC3)cc2n1,IC50,'=',2290,nM,5.64
"""CHEMBL4170114",,0,478.64,1,5.18,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',382,nM,6.42
"""CHEMBL2336409",,0,461.53,1,5.65,Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4ccnc5ccccc45)cc3)cc2)nc(N)n1,IC50,'=',3550,nM,5.45
"""CHEMBL4162967",,0,496.7,0,3.37,COc1cc2c(NC3CCN(C)CC3)cc(N3CCN(C)CC3)nc2cc1OCCCN1CCCC1,IC50,'=',945,nM,6.03
"""CHEMBL4170225",,0,477.65,0,4.92,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)[nH]3)nc2cc1OCCCN1CCCC1,IC50,'=',232,nM,6.63
"""CHEMBL4203647",,0,520.72,2,6.21,COc1cc2c(NCC3CCN(C(C)C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',205,nM,6.69
"""CHEMBL4205136",,0,518.7,2,5.83,CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCC5(CC5)C4)cc3n2)o1,IC50,'=',212,nM,6.67
"""CHEMBL4209267",,0,502.66,2,5.04,COc1cc2c(NC3C4CCC3CN(C)C4)cc(-c3ccc(C)o3)nc2cc1OC1CC2(C1)CN(C)C2,IC50,'=',501,nM,6.3
"""CHEMBL4740900",,0,431.5,0,3.02,CC(C)(C)c1ccc(NC(=O)c2ncn(CC(=O)NCc3ccc4[nH]ncc4c3)n2)cc1,IC50,,,,
"""CHEMBL4863394",,0,433.46,0,4.55,COc1cc2nc(-c3ccc(C)o3)cc(NCc3ccc(C(=O)NO)cc3)c2cc1OC,IC50,'=',5400,nM,5.27
"""CHEMBL4850606",,0,536.67,2,5.4,COc1cc2c(NCC3CCC(C(=O)NO)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',531,nM,6.28
"""CHEMBL4854447",,0,613.76,2,5.87,COc1cc2c(NC3CCN(Cc4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',318,nM,6.5
"""CHEMBL4854765",,0,519.56,2,3.45,COc1cc2nc(-c3ccc(C)o3)nc(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,IC50,'>',10,nM,
"""CHEMBL4872782",,0,619.81,2,5.86,COc1cc2c(NCC3CCN(C4CCC(C(=O)NO)CC4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',566,nM,6.25
"""CHEMBL4862662",,0,504.55,1,3.81,COc1cc2nc(-c3ccc(C)o3)cc(NC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,IC50,'=',7140,nM,5.15
"""CHEMBL4160008",,0,492.66,1,5.44,CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,IC50,'=',234,nM,6.63
"""CHEMBL4210955",,0,448.61,1,5.17,Cc1ccc(-c2cc(NC3CCN(C)CC3)c3ccc(OCCCN4CCCC4)cc3n2)o1,IC50,'=',950,nM,6.02
"""CHEMBL4208010",,0,464.61,0,4.7,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCC1CCNCC1,IC50,'=',73,nM,7.14
"""CHEMBL4170114",,0,478.64,1,5.18,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',382,nM,6.42
"""CHEMBL4856508",,0,612.77,2,7.07,COc1cc2c(NCc3ccc([C@H]4CC[C@H](C(=O)NO)CC4)cc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',2270,nM,5.64
"""CHEMBL4869419",,0,536.65,2,5.33,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(Cc4ccc(C(=O)NO)s4)CC3)c2cc1OC,IC50,'=',323,nM,6.49
"""CHEMBL4173626",,0,520.72,2,6.22,CCc1ccc(-c2cc(NC3CCN(C(C)C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,IC50,'=',284,nM,6.55
"""CHEMBL4876993",,0,601.71,2,4.43,COc1cc2c(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)cc(-c3ccc(C)o3)nc2cc1OCC1CCNCC1,IC50,'=',1140,nM,5.94
"""CHEMBL4765125",,0,461.53,0,1.97,CC(C)(C)c1ccc(NC(=O)c2ncn(CC(=O)NCCn3ccc4c(N)ncnc43)n2)cc1,IC50,'=',248000,nM,
"""CHEMBL4872188",,0,530.63,2,5.41,COc1cc2c(NCc3ccc(C(=O)NO)cc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',795,nM,6.1
"""CHEMBL4873711",,0,613.76,2,6.12,COc1cc2c(NCC3CCN(c4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',417,nM,6.38
"""CHEMBL4849689",,0,612.77,2,7.18,COc1cc2c(NCC3CCC(c4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',2760,nM,5.56
"""CHEMBL4858828",,0,521.62,1,3.48,COc1cc2nc(N3CCCCC3)cc(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,IC50,'>',10,nM,
"""CHEMBL4777038",,0,433.48,0,1.29,Cc1ccc(NC(=O)c2ncn(CC(=O)NCCn3ccc4c(N)ncnc43)n2)cc1C,IC50,'>',250000,nM,
"""CHEMBL569864",,0,490.65,0,3.87,COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,IC50,'>',10000,nM,
"""CHEMBL1201129",DECITABINE,4,228.21,0,-2.14,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,IC50,'=',30,nM,7.52
"""CHEMBL4164497",,0,475.64,0,4.68,COc1cc2c(NC3CCN(C)CC3)cc(-c3cccnc3)nc2cc1OCCCN1CCCC1,IC50,'=',1410,nM,5.85
"""CHEMBL4163329",,0,464.61,0,4.84,COc1cc2c(NC3CCNCC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',137,nM,6.86
"""CHEMBL4208004",,0,492.66,1,5.43,COc1cc2c(NCC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',32,nM,7.5
"""CHEMBL4850038",,0,612.77,2,7.07,COc1cc2c(NCc3ccc([C@H]4CC[C@@H](C(=O)NO)CC4)cc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',1431,nM,5.84
"""CHEMBL4856550",,0,425.49,0,4.3,COc1cc2nc(-c3ccc(C)o3)cc(N[C@H]3CC[C@H](C(=O)NO)CC3)c2cc1OC,IC50,'=',4180,nM,5.38
"""CHEMBL4850570",,0,532.6,1,4.37,COc1cc2nc(-c3cc(C)oc3C)cc(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,IC50,'>',10,nM,
"""CHEMBL4866673",,0,606.72,2,7.07,COc1cc2c(NCc3ccc(-c4ccc(C(=O)NO)cc4)cc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',2570,nM,5.59
"""CHEMBL4871621",,0,534.64,1,4.53,COc1cc2nc(-c3ccc(C)s3)cc(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,IC50,'>',10,nM,
"""CHEMBL4878570",,0,590.72,2,5.57,O=C(NO)C1CCN(CC(O)COC(Cn2c3ccccc3c3ccccc32)Cn2c3ccccc3c3ccccc32)CC1,IC50,'=',2020,nM,5.7
"""CHEMBL4454542",,0,523.77,2,5.44,COc1cc2c(cc1OCCCN1CCCC1)N=C(C1CCCCC1)CN=C2NC1CCN(C(C)C)CC1,IC50,'=',3100,nM,5.51
"""CHEMBL1231795",,0,509.74,2,5.84,COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1,IC50,'=',107000,nM,
